1040,1536796224,740,1,33,31,29,3548
1040,1536796224,750,2,36,35,33,3543
1040,1536796224,760,3,38,37,35,3549
1040,1536796224,770,4,39,38,37,3544
1040,1536796224,780,5,40,39,37,3548
1040,1536796224,790,6,41,39,37,3544
1040,1536796224,800,7,41,40,38,3561
1040,1536796224,810,8,42,41,38,3544
1040,1536796224,820,9,42,41,39,3556
1040,1536796224,830,10,43,41,39,3548
1040,1536796224,840,11,43,41,39,3538
1040,1536796224,850,12,43,41,40,3543
1040,1536796224,860,13,44,42,40,3548
1040,1536796224,870,14,44,42,40,3546
1040,1536796224,880,15,44,42,40,3546
1040,1536796224,890,16,44,42,40,3551
1040,1536796224,900,17,44,42,40,3548
1040,1536796224,910,18,44,42,40,3549
1040,1536796224,920,19,44,42,41,3544
1040,1536796224,930,20,44,42,41,3554
1040,1536796224,940,21,44,42,41,3554
1040,1536796224,950,22,44,42,41,3541
1040,1536796224,960,23,44,42,41,3548
1040,1536796224,970,24,44,42,41,3549
1040,1536796224,980,25,44,42,41,3543
1040,1536796224,990,26,44,42,41,3557
1040,1536796225,0,27,44,42,41,3552
1040,1536796225,10,28,44,42,41,3548
1040,1536796225,20,29,45,42,41,3543
1040,1536796225,30,30,45,42,41,3543
1040,1536796225,40,31,45,42,41,3551
1040,1536796225,50,32,45,42,41,3549
1040,1536796225,60,33,45,42,41,3546
1040,1536796225,70,34,45,42,41,3562
1040,1536796225,80,35,45,42,41,3548
1040,1536796225,90,36,45,42,41,3552
1040,1536796225,100,37,45,42,41,3548
1040,1536796225,110,38,45,42,41,3556
1040,1536796225,120,39,45,42,41,3538
1040,1536796225,130,40,45,42,41,3552
1040,1536796225,140,41,45,42,41,3544
1040,1536796225,150,42,45,42,41,3548
1040,1536796225,160,43,45,42,41,3546
1040,1536796225,170,44,45,42,41,3548
1040,1536796225,180,45,45,42,41,3548
1040,1536796225,190,46,45,42,41,3546
1040,1536796225,200,47,45,42,41,3548
1040,1536796225,210,48,45,42,41,3554
1040,1536796225,220,49,45,42,41,3552
1040,1536796225,230,50,45,42,41,3549
1040,1536796225,240,51,45,42,41,3548
1040,1536796225,250,52,45,42,41,3554
1040,1536796225,260,53,45,42,41,3548
1040,1536796225,270,54,45,42,41,3543
1040,1536796225,280,55,45,42,41,3543
1040,1536796225,290,56,45,42,41,3544
1040,1536796225,300,57,45,42,41,3549
1040,1536796225,310,58,45,42,41,3548
1040,1536796225,320,59,45,42,41,3546
1040,1536796225,330,60,45,43,41,3541
1040,1536796225,340,61,45,43,41,3544
1040,1536796225,350,62,45,43,41,3552
1040,1536796225,360,63,45,43,41,3549
1040,1536796225,370,64,45,43,41,3543
1040,1536796225,380,65,45,43,41,3548
1040,1536796225,390,66,45,43,41,3549
1040,1536796225,400,67,45,43,41,3548
1040,1536796225,410,68,45,43,41,3554
1040,1536796225,420,69,45,43,41,3552
1040,1536796225,430,70,45,43,41,3552
1040,1536796225,440,71,45,43,41,3548
1040,1536796225,450,72,45,43,41,3561
1040,1536796225,460,73,45,43,41,3554
1040,1536796225,470,74,45,43,41,3543
1040,1536796225,480,75,45,43,41,3552
1040,1536796225,490,76,45,43,41,3552
1040,1536796225,500,77,45,43,41,3544
1040,1536796225,510,78,45,43,41,3548
1040,1536796225,520,79,45,43,41,3548
1040,1536796225,530,80,45,43,41,3551
1040,1536796225,540,81,45,43,41,3549
1040,1536796225,550,82,45,43,41,3546
1040,1536796225,560,83,45,43,41,3544
1040,1536796225,570,84,45,43,41,3544
1040,1536796225,580,85,45,43,41,3548
1040,1536796225,590,86,45,43,41,3554
1040,1536796225,600,87,45,44,41,3549
1040,1536796225,610,88,45,44,41,3544
1040,1536796225,620,89,45,44,41,3548
1040,1536796225,630,90,45,44,41,3546
1040,1536796225,640,91,45,44,41,3546
1040,1536796225,650,92,45,44,41,3552
1040,1536796225,660,93,45,44,41,3548
1040,1536796225,670,94,45,44,41,3540
1040,1536796225,680,95,45,44,41,3548
1040,1536796225,690,96,45,44,41,3557
1040,1536796225,700,97,45,44,41,3556
1040,1536796225,710,98,45,44,41,3554
1040,1536796225,720,99,45,44,41,3552
1040,1536796225,730,100,45,44,41,3557
1040,1536796225,740,101,45,44,41,3541
1040,1536796225,750,102,45,44,41,3544
1040,1536796225,760,103,45,44,41,3554
1040,1536796225,770,104,45,44,41,3540
1040,1536796225,780,105,45,44,41,3548
1040,1536796225,790,106,45,44,41,3546
1040,1536796225,800,107,45,44,41,3549
1040,1536796225,810,108,45,44,41,3546
1040,1536796225,820,109,45,44,41,3544
1040,1536796225,830,110,45,44,41,3552
1040,1536796225,840,111,45,44,41,3546
1040,1536796225,850,112,45,44,41,3548
1040,1536796225,860,113,45,44,41,3549
1040,1536796225,870,114,45,44,41,3544
1040,1536796225,880,115,45,44,41,3552
1040,1536796225,890,116,45,44,41,3543
1040,1536796225,900,117,45,44,41,3541
1040,1536796225,910,118,45,44,41,3556
1040,1536796225,920,119,45,44,41,3552
1040,1536796225,930,120,45,44,41,3546
1040,1536796225,940,121,45,44,41,3548
1040,1536796225,950,122,45,44,41,3552
1040,1536796225,960,123,45,44,41,3548
1040,1536796225,970,124,45,44,41,3549
1040,1536796225,980,125,45,44,41,3561
1040,1536796225,990,126,45,44,41,3549
1040,1536796226,0,127,45,44,41,3543
1040,1536796226,10,128,45,44,41,3544
1040,1536796226,20,129,45,44,41,3551
1040,1536796226,30,130,45,44,41,3552
1040,1536796226,40,131,45,44,41,3548
1040,1536796226,50,132,45,44,41,3556
1040,1536796226,60,133,45,44,41,3544
1040,1536796226,70,134,45,44,41,3543
1040,1536796226,80,135,45,44,41,3552
1040,1536796226,90,136,45,44,41,3549
1040,1536796226,100,137,45,44,41,3551
1040,1536796226,110,138,45,44,41,3548
1040,1536796226,120,139,45,44,41,3544
1040,1536796226,130,140,45,44,41,3548
1040,1536796226,140,141,45,44,41,3549
1040,1536796226,150,142,45,44,41,3544
1040,1536796226,160,143,45,44,41,3546
1040,1536796226,170,144,45,44,41,3552
1040,1536796226,180,145,45,44,41,3551
1040,1536796226,190,146,45,44,41,3557
1040,1536796226,200,147,45,44,41,3554
1040,1536796226,210,148,45,44,41,3544
1040,1536796226,220,149,45,44,41,3548
1040,1536796226,230,150,45,44,41,3551
1040,1536796226,240,151,45,44,41,3544
1040,1536796226,250,152,45,44,41,3556
1040,1536796226,260,153,45,44,41,3548
1040,1536796226,270,154,45,44,41,3549
1040,1536796226,280,155,45,44,41,3552
1040,1536796226,290,156,45,44,41,3548
1040,1536796226,300,157,45,44,41,3556
1040,1536796226,310,158,45,44,41,3549
1040,1536796226,320,159,45,44,41,3546
1040,1536796226,330,160,45,44,41,3548
1040,1536796226,340,161,45,44,41,3546
1040,1536796226,350,162,45,44,41,3548
1040,1536796226,360,163,45,44,41,3543
1040,1536796226,370,164,45,44,41,3548
1040,1536796226,380,165,45,44,41,3554
1040,1536796226,390,166,45,44,41,3552
1040,1536796226,400,167,45,44,41,3551
1040,1536796226,410,168,45,44,41,3546
1040,1536796226,420,169,45,44,41,3551
1040,1536796226,430,170,45,44,41,3541
1040,1536796226,440,171,45,44,41,3544
1040,1536796226,450,172,45,44,41,3552
1040,1536796226,460,173,45,44,41,3548
1040,1536796226,470,174,45,44,41,3541
1040,1536796226,480,175,45,44,41,3548
1040,1536796226,490,176,45,44,41,3554
1040,1536796226,500,177,45,44,41,3548
1040,1536796226,510,178,45,44,41,3546
1040,1536796226,520,179,45,44,41,3548
1040,1536796226,530,180,45,44,41,3551
1040,1536796226,540,181,45,44,41,3548
1040,1536796226,550,182,45,44,41,3551
1040,1536796226,560,183,45,44,41,3549
1040,1536796226,570,184,45,44,41,3549
1040,1536796226,580,185,45,44,41,3556
1040,1536796226,590,186,45,44,41,3552
1040,1536796226,600,187,45,44,41,3556
1040,1536796226,610,188,45,44,41,3544
1040,1536796226,620,189,45,44,41,3548
1040,1536796226,630,190,45,44,41,3541
1040,1536796226,640,191,45,44,41,3546
1040,1536796226,650,192,45,44,41,3554
1040,1536796226,660,193,45,44,41,3544
1040,1536796226,670,194,45,44,41,3549
1040,1536796226,680,195,45,44,41,3561
1040,1536796226,690,196,45,44,41,3549
1040,1536796226,700,197,45,44,41,3548
1040,1536796226,710,198,45,44,41,3549
1040,1536796226,720,199,45,44,41,3548
1040,1536796226,730,200,45,44,41,3552
1040,1536796226,740,201,45,44,41,3561
1040,1536796226,750,202,45,44,41,3551
1040,1536796226,760,203,45,44,41,3541
1040,1536796226,770,204,45,44,41,3551
1040,1536796226,780,205,45,44,41,3543
1040,1536796226,790,206,45,44,41,3548
1040,1536796226,800,207,45,44,41,3554
1040,1536796226,810,208,45,44,41,3551
1040,1536796226,820,209,45,44,41,3556
1040,1536796226,830,210,45,44,41,3543
1040,1536796226,840,211,45,44,41,3548
1040,1536796226,850,212,45,44,41,3551
1040,1536796226,860,213,45,44,41,3551
1040,1536796226,870,214,45,44,41,3543
1040,1536796226,880,215,45,44,41,3556
1040,1536796226,890,216,45,44,41,3552
